w1,w2,w3,w4
จะกล่าวถึงธิบดินทร์นรินทร์รัตน์,เสวยสวัสดิ์อิ่มเอมเกษมสันต์,กับราเมศน้องยาไม่อาธรรม์,รู้รักกันสมประสงค์เพราะวงศ์วาน
ได้ทราบว่าข้าศึกติดเหมราช,เสนามาตย์น้อยใหญ่ทูลไขขาน,ได้ปรึกษากับท่านครูผู้อาจารย์,ต้องคิดการไปช่วยปราบให้ราบเตียน
ด้วยเมืองนี้เป็นที่เมืองหน้าด่าน,ฉวยเสียการพาราเป็นพาเหียร,ถ้าแม้นเสียเหมราเป็นอาเกียรณ์,มันจะเบียนเขตจังหวัดรัตนา
พระปรารภกับพระน้องคิดตรองตรึก,อยากทำศึกพูดกันต่างหรรษา,ฝ่ายราเมศอาจองทรงศักดา,จึ่งทูลว่าการศึกไม่นึกเกรง
ฝ่ายพระองค์ทรงศิลป์นรินทร์รัตน์,โสมนัสปรีดิ์เปรมเกษมศานต์,ด้วยได้น้องตรองตริดำริการ,กับอาจารย์ผู้วิเศษในเขตคัน
แล้วสั่งพวกเสนึให้กรีทัพ,จงพร้อมสรรพทั้งพหลพลขันธ์,เครื่องหน้าไม้ปืนยาสารพัน,จัดให้ทันฤกษ์ดีจะกรีพล
ทั้งลูกดินสิ้นเสร็จสำเร็จจ่าย,ให้บาดหมายปืนผาทั้งหน้าหลัง,พวกมารับสาตราดาประดัง,พร้อมสะพรั่งเกณฑ์หัดจัตุรงค์
เตรียมรถรัตน์หัตถีม้าที่นั่ง,กระบวนตั้งตามตำหรับฉบับหงส์,ฝ่ายท่านครูผู้ชำนาญการณรงค์,มงคลคงแจกเสร็จสำเร็จการ
ทั้งปีกซ้ายปีกขวาเสนาใหญ่,พลไพร่สิบหมื่นพื้นทหาร,ทั้งกองหนุนขุนเสนากับอาจารย์,จัดทหารเกียกกายทั้งนายพล
ล้วนแกล้วกล้าสามารถชาติกำแหง,ใส่เสื้อแดงถือสาตราโกลาหล,กองเสือป่าแมวเซาจัดเอาคน,อ้ายพวกปล้นย่องเบาฆ่าชาวเรือ
ให้ถือขวานด้ำยาวถือหลาวแหลน,กับโล่แพนมันชำนาญทหารเสือ,ใส่หมวกดำกำมะหยี่สี่คลุมเครือ,คล้ายกับเสือแอบทางกลางอรัญ
ฝ่ายพระองค์ผู้ดำรงอาณาเขต,กับราเมศน้องชายเสร็จผายผัน,ต่างแต่งองค์ทรงเครื่องเรืองสุวรรณ,สายกระสันพาหุรัดจำรัสพราย
ฉลององค์พื้นดำกำมะหยี่,มาลาสีนิลรัตน์จำรัสฉาย,ประดับเพชรเจ็ดสีมณีพราย,จำหลักลายเครือฝรั่งอลังกรณ์
พอฤกษ์ดีตีฆ้องเสียงก้องกึก,มโหระทึกแตรสังข์ระฆังขาน,เครื่องดีดสีตีดังกังสดาล,กุญชรชาญร้องเปรี้ยงเสียงคำรน
