w1,w2,w3,w4
เราติดตามสามศัตรูจนพ้นเขต,ไม่แจ้งเหตุค้นในป่าพนาสัณฑ์,กับหน่อนาถร่วมใจไปด้วยกัน,ถึงสามวันพากันไปชายทะเล
ได้แต่ม้ามาทั้งสามตามจนจบ,ไม่พานพบพวกมันต้องหันเห,จะหาเรือไปตามข้ามทะเล,จะคะเนเหนือใต้ไม่ได้ความ
ฝ่ายพระจอมธิบดินทร์ปิ่นกษัตริย์,เข้าจังหวัดกรุงไกรอันไพศาล,กับหน่อนาถขัตติยาแลอาจารย์,เข้าสถานนคเรศนิเวศน์วัง
ฝ่ายอนงค์องค์มิ่งมเหสี,กับบุตรีรีบจรอาวรณ์หวัง,มารับเสด็จท่านท้าวเข้าในวัง,พร้อมสะพรั่งล้วนอนงค์ทรงวิไล
ป่างพระปิ่นภูวดลกัมพลรัตน์,โองการตรัสบัญชาพลางปราศรัย,เรียกบุตรีศรีสมรเสมอใจ,ให้มาไหว้เชษฐาด้วยการุญ
มเหสีพาบุตรีมาก้มกราบ,โดยสุภาพกลมเกลียวไม่เฉียวฉุน,งามเสงี่ยมไม่สู้งอนอ่อนละมุน,พึ่งแรกรุ่นชันษาสิบห้าปี
พระดูนางมิได้วางเนตรชม้าย,ดูกรกายพักตราทั้งราศี,ลักษณะน้ำนวลไม่อ้วนพี,ดั่งกินรีไกรลาสเมื่อนาดกราย
กระนี้หรือเจ็ดพารามิน่าหลง,ด้วยรูปทรงนุชนางเหมือนอย่างหมาย,พากันยกจัตุรงค์มาหลงตาย,หัวอกชายเต็มทีเช่นนี้เจียว
พินิจพลางทางแลไปสบเนตร,สองเทวษผูกพันกระสันเสียว,ใช่จะเป็นแต่ข้างชายไปฝ่ายเดียว,เหมือนน้ำเชี่ยวลมชักเรื่องรักกัน
พระบังคมนางพระยาจึ่งปราศรัย,แม่ขอบใจทุกข์ร้อนช่วยผ่อนผัน,นี้หากได้พ่อมาสู้กู้ชีวัน,ศัตรูนั้นย่อยยับอัปรา
แม่ขอฝากน้องหญิงมิ่งสมร,ช่วยสั่งสอนปกเกศเหมือนเชษฐา,แม่ก็ไร้พงศ์พันธุ์จงกรุณา,พ่อแก้วตาซื่อตรงยิ่งวงศ์วาน
พระบังคมก้มกราบสองกษัตริย์,สนองอรรถนางพระยาที่ว่าขาน,ลูกหมายพึ่งบิตุรงค์เหมือนวงศ์วาน,พระโปรดปรานคุณลบภพไกร
ลูกขอเป็นเกือกทองฉลองบาท,กว่าชีวาตม์ลูกรักจะตักษัย,ขอบารมีทรงเดชปกเกศไป,เป็นฉัตรชัยคุ้มกันอันตราย
ท้าวตรัสเสร็จแล้วเสด็จยุรยาตร,กับนางนาฏบุตรีศรีสมร,นรินทร์รัตน์เปรมปรีดิ์ชุลีกร,เสด็จจรไปสำนักตำหนักจันทน์
กับน้องยาอาจารย์ชำนาญเวท,เห็นสมเจตนาคิดไม่ผิดผัน,พอสุริยงลงรับพยับพลัน,พระจันทร์ดั้นเด่นฟ้านภาลัย
เหมือนกลิ่นนุชสุดสวาทประหลาดนัก,หรือน้องรักอยู่ที่ไหนอาลัยถึง,พระย่างเยื้องแลพลางทางคะนึง,เสียงหึ่งหึ่งฆ้องย่ำประจำยาม
น้ำค้างย้อยพรอยพรมลมก็เรื่อย,มาเย็นเฉื่อยทรวงเจ็บดั่งเหน็บหนาม,ไม่เห็นนวลหวนนึกเอาแต่นาม,ให้มีความร้อนใจไม่ไสยา
จนเดือนชายบ่ายคล้อยยิ่งสร้อยเศร้า,พระร้อนเร่ารัญจวนให้หวนหา,คิดจะกล่าวเล่าพร้องแก่น้องยา,นึกก็น่าอดสูดูไม่ดี
เขาจะว่าลุ่มหลงทรงผู้หญิง,แม้นสมจริงก็จะพาชูราศี,ถ้าไม่ได้เขาเป็นเมียสิเสียที,มิรู้ที่จะแบกหน้าพากันอาย
จำจะให้ครูบาพฤฒาเฒ่า,แถลงเล่าความในจิตที่คิดหมาย,ถึงจะได้หรือมิได้ก็ไม่อาย,ให้ทำนายดูแลแกแน่นอน
แล้วกลับเขาในห้องย่องไปหา,ท่านพฤฒายังตื่นอยู่ดูอักษร,จึ่งเข้าไปวันทาแล้วว่าวอน,หลานนี้ร้อนในอุราท่านปรานี
พฤฒาเฒ่าเข้าใจที่ในจิต,เห็นจริตรักใคร่ไม่หน่ายหนี,ในลูกสาวเจ้าจังหวัดปัถพี,แกรู้ทีทำเป็นว่ามาทำไม
