w1,w2,w3,w4
จะกล่าวต่อหน่อกษัตริย์หัสกัน,กับสุบันเยครูอยู่เป็นสอง,ทำหมอยาผ่าฝีมีเงินทอง,ชาวบ้านช่องชมชื่อเลื่องลือดี
แต่งตัวเป็นเช่นลังกามาแต่แรก,ไม่เหมือนแขกแปลกเขาชาวกรุงศรี,ถึงเดือนห้าฝ่ายมุลาเจ้าธานี,เธอเป็นฝีที่ในท้องตกหนองใน
พวกข้าเฝ้าป่าวร้องเสียงซ้องแซ่,ผู้ใดรู้ดูแผลช่วยแก้ไข,ให้หายโรคโศกเศร้าที่ท้าวไท,จะตั้งให้เป็นขุนนางให้รางวัล
ฝ่ายกุดั่นดาราบุตราท้าว,พึ่งรุ่นราวรับพ่อหมอฝาหรั่ง,นำเข้าไปใกล้สุวรรณที่บัลลังก์,อยู่พร้อมพรั่งทั้งสนมกรมใน
ให้หมอดูภูวนาถคาดให้แน่,จะผันแปรแก้พิษคิดไฉน,ฝรั่งดูรู้ตำราจึงว่าไป,ฝีขึ้นในไตตับถึงอับจน
ไส้ทะลุพุพองน้ำหนองแตก,เกิดกาฬแทรกซ่านเซ็นทุกเส้นขน,เป็นเช่นนี้มิรอดแต่สักคน,เห็นไม่พ้นมรณาในห้าวัน
ฝ่ายองค์ท้าวเจ้าเมืองคิดเคืองหมอ,เร่งผูกคอออกไปอ้ายสมัน,ใส่คุกไว้ไม่เหมือนว่าจะฆ่าฟัน,ตัดหัวมันเสียบซ้ำให้หนำใจ
โอรสรับจับหมอผูกคอลาก,ลงไปจากชานพักถีบผลักไส,อ้ายสมันนั้นตำรวจเร็วรวดไป,ส่งตัวให้กรมเมืองบอกเรื่องความ
ทำมะรงลงเหล็กลากขึ้นคุก,จำประทุกคาโตใส่โซ่ล่าม,เรียกเงินตราด่าซ้ำคุกคำราม,ให้ขานยามตามผิดที่ติดตัว
จะขอขึ้นไปพบในพลบค่ำ,มันก็กำกับให้เข้าไปหา,ให้ค่าลดปลดเปลื้องเครื่องขื่อคา,พอเห็นหน้าครูขับให้กลับไป
พระมาตึกนึกถึงท่านอาจารย์นัก,เสือกซบพักตร์โศกาน้ำตาไหล,จะแลเหลียวเปลี่ยวเปล่าง่วงเหงาใจ,สะอื้นไห้ไม่วายฟายน้ำตา
อยู่หลัดหลัดพลัดพรากไปยากแค้น,ต้องขื่อคาหนาแน่นแสนสงสาร,สะอื้นอ้อนร้อนฤทัยดังไฟกาล,เสโทซ่านซึมซบสลบไป
ฝ่ายสุบันเยเวลาสักห้าทุ่ม,เห็นผู้คุมกำกับเกือบหลับใหล,จึ่งร่ายมนตร์ดลขลังกำบังไฟ,แล้วเป่าไปแปดทิศด้วยวิทยา
คนทั้งปวงง่วงหงับหลับไปหมด,เสกสะกดกำบังขลังคาถา,ปัดตลอดลอดออกนอกขื่อคา,แล้วรีบมาถึงที่ตึกดึกสามยาม
ไม่ทำกลปล้นสะดมเอาสมบัติ,ไม่ฆ่าสัตว์ตัดชีวิตริษยา,มันจัณฑาลพานพาโลจึ่งโกรธา,จะไปฆ่าเจ้าเมืองให้เลื่องลือ
แล้วหยุดหย่อนสอนมนตร์ดลชะงัด,ให้พระหัสกันรับด้วยนับถือ,ได้ติดตามยามดึกด้วยฝึกปรือ,ด้วยสัตย์ซื่อสุจริตไม่ปิดบัง
แล้วแต่งกายกรายกระบี่เหน็บตรีกริช,ออกนำหน้าสานุศิษย์ติดตามหลัง,สะกดเงียบเซียบเสียงเข้าเวียงวัง,ต่างขึ้นยังตึกอยู่ด้วยรู้ชัด
เห็นโอรสอดจิตคิดสมเพช,เป็นปลายเหตุเวทนารักษาสัตย์,ถึงเจ้าเมืองเคืองแค้นขึ้นแท่นรัตน์,ถีบให้พลัดตกสุวรรณบัลลังก์
แล้วห้ำหั่นฟันฟาดฉุดฉาดฉะ,ตัดศีรษะขาดสมอารมณ์หวัง,หิ้วหัวออกนอกเขตนิเวศน์วัง,ออกไปฝังเสียปลายท้ายกรุงไกร
แล้วข้ามทุ่งมุ่งหมายขึ้นท้ายน้ำ,จะไปสำปันหนาที่อาศัย,พอรุ่งแจ้งแสงตะวันพากันไป,เข้าเดินไพรพฤกษาพนาวัน
ฝ่ายบุรินทร์อินทราเวลาเช้า,เห็นจอมเกล้าเจ้าพารานั้นอาสัญ,ไม่มีหัวตัวหวะรอยฉะฟัน,ต่างบอกกันวิ่งอึงคะนึงไป
ทั้งเสนาข้าบาทราชโอรส,โศกกำสรดโศกาน้ำตาไหล,ฝ่ายขุนนางข้างนอกบอกข้างใน,หมอที่ใส่คุกหนีมีวิชา
เครื่องจำจองกองอยู่ประตูปิด,ไปด้วยฤทธิ์เวทมนตร์ดลคาถา,ฝ่ายข้าเฝ้าเหล่าอำมาตย์มาตยา,เชิญกุดารายาครองธานี
แล้วฝังศพกลบหลุมประชุมพร้อม,ก่อตึกคร่อมศพเจ้าไม่เผาผี,แล้วตีฆ้องร้องป่าวชาวบุรี,ว่าหมอผีลอบเข้ามาฆ่าเจ้านาย
อย่าคบค้าฝรั่งรับสั่งห้าม,ช่วยกันตามตัดศีรษะไปถวาย,พวกขุนนางทั้งแขกเที่ยวแยกย้าย,ทั้งหญิงชายชังฝรั่งทั้งพารา
ฝ่ายพระหัสกันสุบันเย,มาถึงเทวะสิงสู่ที่ภูผา,มีศาลเจ้าเสาหินแก้วศิลา,เป็นที่ป่าสูงสงัดถิ่นสัตว์ไพร
มีบ่อน้ำลำธารสะอ้านสะอาด,พระหน่อนาถเหนื่อยล้าเข้าอาศัย,ขุดมันเผือกเลือกเอาเข้าเผาไฟ,เก็บลูกไม้ม่วงปรางมาวางกอง
กินกับครูสุบันเยที่เทวฐาน,อิ่มสำราญแรงกำลังขึ้นทั้งสอง,พระเด็ดดวงพวงผกามณฑาทอง,มาร้อยกรองถวายไหว้ไทเทวา
ฝ่ายหัสกันครั้นรุ่งสะดุ้งตื่น,เห็นเจ้ายืนอยู่ตรงหน้าร้องปราศรัย,ว่าช่างกรองบุปผาพวงมาลัย,นับถือเราเอามาให้ขอบใจนัก
ไปประจิมริมท่ามหารณพ,จะให้พบลาภเลิศประเสริฐศักดิ์,เธอบอกเล่าเท่านั้นไม่ทันซัก,เทพารักษ์รูปกายก็หายไป
เขม้นหมายประจิมเดินริมเขา,เนินลำเนาเขาชะโงกโตรกสิงขร,พฤกษาออกดอกช่ออรชร,หอมเกสรเสาวคนธ์ที่หล่นโรย
เข้าป่าสูงฝูงนกวิหคร้อง,เสียงแซ่ซ้องลิงค่างครวญครางโหย,ระรื่นร่มลมเรื่อยเฉื่อยเฉื่อยโชย,หอมยมโดยดอกไม้ชื่นใจจริง
เหมือนคำท่านศาลเจ้าบอกเล่าแน่,เดินเลียบแลหาดทรายข้างซ้ายขวา,เห็นพี่น้องสององค์ทรงโศกา,น้อยน้อยน่าเอ็นดูกับกุมาร
ค่อยย่างเหยียบเลียบฝั่งไปนั่งใกล้,แล้วปราศรัยไต่ถามตามสงสาร,ไปไหนมาอย่ากันแสงจงแจ้งการ,อยู่ถิ่นฐานบ้านตำบลแห่งหนใด
ฝ่ายพี่น้องสองฟังฝรั่งถาม,จึงเล่าความหลังแจ้งแถลงไข,ฉันลูกท้าวเจ้าพาราสุราลัย,ฝรั่งใหญ่ไพร่พลคณนา
พระบิตุราชมาตุรงค์ทิวงคต,คนทั้งหมดข้าเฝ้าเขาปรึกษา,ให้ข้านี้พี่น้องครองพารา,แต่ฝ่ายอาเขยเป็นใหญ่เขาไม่ยอม
เอาข้าเจ้าเข้าตึกขังไว้ทั้งคู่,อดกินอยู่ดูเถิดรูปจนซูบผอม,พี่เลี้ยงไปไขกุญแจเถ้าแก่พร้อม,ช่วยอุ้มอ้อมแอบออกได้นอกวัง
เอาข้าเจ้าข้าวเกลือใส่เรือน้อย,แล้วเสือกลอยลิบลับไม่กลับหลัง,มาหลายคืนคลื่นกระแทกเรือแตกพัง,ข้าขึ้นฝั่งมากับน้องได้สองวัน
พระหัสกันสุบันเยว่าเทเวศร์,ท่านบอกเหตุเห็นจะต้องกับสองศรี,ดูผิวพักตร์ลักขณาน่าปรานี,ครูอุ้มพี่จุมพิตศิษย์อุ้มน้อง
พระหัสกันสุบันเยเสน่ห์รัก,สมยศศักดิ์สุภาพไม่หยาบหยาม,รูปก็งามนามก็เพราะเสนาะนาม,ต่างแหวกย่ามหยิบส้มขนมเนย
ฝ่ายท่านครูผู้ใหญ่กองไฟรอบ,ช่วยกันปลอบสององค์ด้วยสงสาร,ให้นอนกลางต่างรักษาพยาบาล,ถามกุมารพูดจาถึงธานี
ด้วยท่านครูรู้เรื่องเมืองฝรั่ง,เล่าว่าครั้งนางวัณฬามารศรี,ให้บอกกล่าวท้าวพระยาทุกธานี,ไปช่วยตีเมืองผลึกทำศึกกัน
เธอก็ตามข้ามฝั่งฝรั่งใหญ่,ลูกเจ้าเมืองสุลาลัยไปอาสา,สมทบทัพกับแขกแตกกลับมา,เขาจับได้ไม่ฆ่าปล่อยมาเมือง
ไปตามทางกลางแดนตามแผนที่,ต่างชวนชี้ชมไม้ไพรพฤกษา,พระกรีดเล็บเก็บดวงพวงผกา,ให้น้องยาต่างต่างตามทางเดิน
ขึ้นเขาใหญ่ไม้สูงชมฝูงนก,หมู่วิหคหากินบ้างบินเหิน,ดูครึ้มครื้นรื่นร่มพนมเนิน,พี่น้องน้อยพลอยเพลินจำเริญใจ
ประนมกรวอนถามนามปักษิน,นกขมิ้นเหลืองอ่อนจะนอนไหน,หน่อกษัตริย์หัสกันว่ามันไป,นอนสุมทุมพุ่มไม้พระไทรทอง
นางทูลถามนามนกวิหคพลอด,เสียงหวิวหวอดฉอดเพราะเสนาะสนอง,พระว่านั่นมันพลอดให้กอดน้อง,แม่ไม่ต้องกอดฉันมันนินทา
นางฝากตัวหัวร่อสอพลอพลอด,ฉันก็กอดก็รักพระหนักหนา,ต่างชื่นชวนสรวลสันต์จำนรรจา,ตามประสาพี่น้องประคองเคียง
โน่นไก่ฟ้าหน้าขาวตัวยาวเฟื้อย,จับขันเฉื่อยเอื้อยอิเอกวิเวกเสียง,กระตั้วไพรไก่แก้วเค้าแมวเมียง,โนรีเรียงนกแก้วแจ้วเจรจา
พระพี่จ๋าอย่าเข้าไปใกล้เลยนะ,กลัวมันจะโจนมาจิกตาเจาะ,พระเชยปรางนางแนบแอบออเซาะ,ช่างฉอเลาะเพราะประสงค์ว่าวงศ์วาน
เห็นม่าเหมี่ยวเที่ยวเดินบนเนินสูง,เป็นฝูงฝูงจูงเด็กลูกเล็กหลาน,อรหันผันโผนโจนทะยาน,เห็นคนคลานหลบหลีกปีกกระพือ
พบฝรั่งนั่งโป่งในดงกว้าง,มันเถือกวางข้างธารละหานไหล,วางพี่น้องสององค์เดินตรงไป,ทำปราศรัยไต่ถามดูตามแคลง
เราเดินดงหลงทางมากลางเถื่อน,ถึงสามเดือนเถื่อนถิ่นนึกกินแหนง,ท่านเอ็นดูรู้วิถีช่วยชี้แจง,นี่ตำแหน่งนคเรศประเทศใด
ฝ่ายฝรั่งนั่งดูเป็นครู่พัก,ที่รู้จักทักถามตามสงสัย,นั่นหน่อท้าวเจ้าพาราสุลาลัย,สองทรามวัยเวชายันวันชายา
สุบันเยเพทุบายว่าฝ่ายท่าน,เป็นพวกพาลบ้านไร่ไพรพฤกษา,รู้จักหน่อวรนาถราชธิดา,หรือเดาว่าตานายจะคลายแคลง
ฝ่ายเสนาว่าเราชื่อเนาวเสน,เป็นหัศเกนเวนทหารชาญกำแหง,เมื่อแผ่นดินสิ้นกษัตริย์คิดจัดแจง,อายาแมงแย่งสมบัติของนัดดา
จึ่งเกิดวุ่นขุนนางต่างต้องถอด,บ้างเล็ดลอดหลีกหลบไม่คบหา,ฝ่ายตัวเราบ่าวไพร่จึงได้มา,อยู่บ้านป่าหากินตามถิ่นไพร
สุบันเยเสสรวลว่าควรอยู่,ท่านจึงรู้จักแจ้งแถลงไข,เดี๋ยวนี้เล่าเราจะพาสองราไป,อยู่เวียงชัยให้สำราญผ่านพารา
เนาวเสนเห็นแจ้งแถลงเล่า,อุ้มลูกเจ้าไอศูรย์ทูนเกศา,ทั้งพวกพ้องร้องไห้ฟายน้ำตา,ต่างพูดจาปราศรัยซักไซ้ความ
ฝ่ายท่านครูสะบันเยว่าเทเวศร์,ประสิทธิ์เดชดังพระกาฬผลาญวิสัย,เมื่อถึงจึงเราจะเข้าไป,ตัดหัวไอ้อาเขยไม่เลยละ
