w1,w2,w3,w4
ศรีสุวรรณนั้นคะนึงถึงนิเวศน์,ทูลลาเชษฐาตามความประสงค์,แล้วเชิญองค์ทรงยศท้าวทศวงศ์,ไปดำรงรมจักรนัครา
แต่องค์พระอภัยมิได้เสร็จ,ด้วยไม่เสร็จศึกขบถโอรสา,ซ้ำสองนางต่างขัดพระอัชฌา,แต่ตรึกตราอารมณ์ให้ตรมตรอม
ทั้งแสนแค้นแสนรักสลักอก,แสนวิตกจนพระรูปซีดซูบผอม,น้อยหรือเมียเสียได้มันไม่ยอม,พูดอ้อมค้อมขัดข้องจองหองฮึก
คิดจะใคร่ไปบวชจนหนวดขาว,ให้มันหนาวนอนสะอื้นไม่คืนสึก,แต่ครวญคร่ำรำพึงคะนึงนึก,จนจับไข้ให้สะทึกสะท้านองค์
พระฟังคำชำเลืองค้อนเคืองขัด,มิได้ตรัสตอบความทรามสงวน,ครั้นถามซ้ำทำว่าชะเจ้ากระบวน,อย่ามากวนเซ้าซี้ที่นี่เลย
แล้วเอนองค์ลงบรรทมทรงห่มส่าน,สั่นสะท้านทำเบือนแกล้งเชือนเฉย,ทั้งสองนางต่างเห็นผิดจริตเคย,พระเฉยเมยไม่เหมือนอย่างแต่หลังมา
เห็นจะเคืองเรื่องที่ขัดไม่ตรัสด้วย,มิให้ช่วยฟูมฟักเฝ้ารักษา,พลางสั่งเหล่าสาวใช้อย่าได้ช้า,เรียกหมอนวดหมอยามาไวไว
แล้วสองนางต่างว่าน่าสงสาร,พระอาการก็ไม่แจ้งแถลงไข,จะวิบัติขัดขวางเป็นอย่างไร,มาเข้าไปด้วยกันแม่วัณฬา
ได้ทูลอ้อนวอนถามตามจะโปรด,ถึงกริ้วโกรธจะฟันบั่นเกศา,ก็ตามทีพี่น้องเราสองรา,จะก้มหน้าสู้ม้วยเสียด้วยกัน
แล้วสองนางต่างเข้าเคียงบรรจถรณ์,ชลีกรก้มตัวกราบผัวขวัญ,ค่อยหมอบกรานคลานขึ้นแท่นสุวรรณ,ต่างนวดฟั้นฝ่าพระบาทไม่คลาดคลา
พระเห็นนางข้างสุวรรณบรรจถรณ์,ชำเลืองค้อนโฉมฉายทั้งซ้ายขวา,ค่อยเคลื่อนคลายหายสั่นจึงบัญชา,แม่นางมาลีนะนางละเวง
แกล้งเป็นหมอคอเดียวกันเจียวเจ้า,ใครเชิญเล่าเข้ามารุมกันคุมเหง,สารพัดขัดคำไม่ยำเกรง,วาสนาของข้าเองมันอาภัพ
ตัวคนเดียวเจียวจิตไม่คิดอยู่,ตายเสียรู้แล้วไปเถิดไข้จับ,อย่างรักษาอย่ามาทำขยำยับ,พากันกลับไปเสียหนาข้าจะนอน
พระชุบเลี้ยงเพียงนี้เป็นที่สุด,พระคุณดุจดินฟ้าชลาไหล,ถึงจะลงโทษทัณฑ์ทำฉันใด,ก็มิได้ตอบโกรธจงโปรดปราน
เชิญเสด็จเมตตาอุส่าห์เสวย,อย่าละเลยโภชนากระยาหาร,ทั้งพวกหมอขอเข้ามาพยาบาล,จะอยู่งานให้ค่อยฟื้นทุกคืนวัน
พระอภัยใจหวิวหวิวให้หิวโหย,ทั้งแรงโรยร้อนโรคเศร้าโศกศัลย์,จึงว่าน้อยหรือคำช่างรำพัน,พูดกระนั้นกระนี้พิรี้พิไร
ลืมแล้วหรือถือตัวให้ผัวง้อ,ช่างถูกคอคืนคำทำไถล,สารพัดขัดขวางจืดจางใจ,เดี๋ยวนี้เล่าเจ้าก็ไม่ได้เป็นเมีย
จริงนะจะตรวจน้ำคว่ำกะโหลก,แม้หายโรคเจ็บปวดจะบวชเสีย,อย่าย้อนยอกหลอกล้อเฝ้าคลอเคลีย,มิใช่เบี้ยพอปากจะมากความ
นางฟังคำร่ำตรัสที่ขัดขวาง,ทั้งสองนางต่างสะเทิ้นคิดเขินขาม,จึงว่าพระจะผนวชจะบวชตาม,อย่าห้ามปรามโปรดข้าฝ่าละออง
ขอฟูมฟักรักษากว่าจะฟื้น,ทุกค่ำคืนคอยระวังอยู่ทั้งสอง,แล้วหลีกมาหน้าสิงหาสน์ปราสาททอง,จัดแจงของเอมโอชโภชนา
ให้สาวใช้ไปเชิญสินสมุทร,พระราชบุตรทรงศักดิ์มารักษา,นางสาวใช้ไปแถลงแจ้งกิจจา,พระรีบมาหมอบเฝ้าสองเยาวมาลย์
สุมาลีชี้แจงแถลงเล่า,พระโศกเศร้าซูบทรงน่าสงสาร,แม่ทั้งสองต้องโทษไม่โปรดปราน,พระอาการดาลเดือดไม่เหือดเลย
พ่อมาอยู่ดูบ้างอย่าห่างเหิน,จะได้เชิญให้พระองค์ทรงเสวย,แล้วจัดแจงแต่งขนมเครื่องนมเนย,อย่าช้าเลยพ่อเข้าไปอยู่ในปรางค์
เชิญโอสถบดไว้เข้าไปด้วย,จะได้ช่วยปรนนิบัติไม่ขัดขวาง,หน่อนราว่าขอรับคำนับนาง,เข้าไปข้างแท่นทองประคองพาน
ฝ่ายองค์พระอภัยตื่นไสยาสน์,เห็นหน่อนาถราชบุตรสุดสงสาร,ตรัสบอกโรคโศกศัลย์สั่นสะท้าน,เบื่ออาหารหิวโหยให้โรยรา
สินสมุทรทรุดหมอบทูลตอบถ้อย,หมอมาคอยพร้อมพรักจะรักษา,แล้วตั้งเครื่องเอมโอชโภชนา,ถวายยาหอมรื่นชื่นอารมณ์
พระอภัยได้รสโอสถสว่าง,ค่อยเสื่อมสร่างพลางเสวยเนยขนม,พระทรวงเส้นเป็นเหน็บเจ็บระบม,หมอบังคมก้มกรานอยู่งานพลาง
