w1,w2,w3,w4
ฝ่ายองค์พระอภัยเจ้าไตรจักร,ชวนน้องรักมาในตึกแล้วปรึกษา,จะเลิกทัพกลับคืนไปพารา,แต่งวิวาห์สินสมุทรกับบุตรี
ช่วยบำรุงกรุงผลึกเฉลิมราชย์,อุปราชว่าขานการกรุงศรี,ตามวิสัยในจังหวัดปัถพี,จะเห็นดีด้วยกันหรือฉันใด
ศรีสุวรรณอัญชลีพระพี่เจ้า,ซึ่งโปรดเกล้านี้ก็งามตามวิสัย,จะจัดแจงแต่งงานประการใด,ตามพระทัยไม่ขัดพระอัชฌา
ออกพลับพลาหน้าวังสั่งอำมาตย์,ให้เตรียมราชรถาโยธาหาญ,ประเทียบเหล่าสาวสรรค์พนักงาน,ล้วนใส่ม่านเคียงคั่นเป็นหลั่นไป
เกณฑ์กองนำทำทางไปข้างหน้า,ปลูกค่ายทัพพลับพลาที่อาศัย,จัดสำเร็จเสร็จสรรพกองทัพชัย,พอจวนใกล้สุริยาจะสายัณห์
ฝ่ายเสนาข้าเฝ้าเหล่าขุนหมื่น,แต่ล้วนพื้นกองพหลพลขันธ์,เก็บเอาเกวียนพวกฝรั่งสิ้นทั้งนั้น,มาจัดบรรทุกเสบียงไว้เรียงราย
บ้างซื้อหาผ้าผ่อนเพชรนิลนาก,เป็นของฝากชู้เมียสู้เสียหาย,จะกลับทัพหลับนอนผ่อนสบาย,ทั้งไพร่นายสรวลเสเสียงเฮฮา
ให้ข้าคนขนใส่มาในรถ,ทั้งเครื่องยศหวีแหนบเหน็บแอบแฝง,บ้างหาบหีบรีบรัดไปจัดแจง,จุดคบแดงเดินไขว่กันไปมา
ฝ่ายพระศรีสุวรรณวงศ์ดำรงราชย์,ไม่เสียชาติเชื้อวงศ์เผ่าพงศา,จึงพรายแพร่งแจ้งเหตุกับเกษรา,นางรำภาเดี๋ยวนี้ก็มีครรภ์
พี่จะใคร่ให้ของสำคัญไว้,แหวนกำไลปะวะหล่ำเครื่องทำขวัญ,สำหรับผูกลูกเต้าเป็นเผ่าพันธุ์,จะได้กันครหาข้างหน้าไป
นางทูลตอบขอบพระคุณทูลกระหม่อม,ซึ่งโอบอ้อมเอื้อเฟื้อกับเนื้อไข,พระเอ็นดูกุมารประการใด,น้องมิได้เคืองขัดเป็นสัจจา
พระแย้มยิ้มพริ้มพรายไม่หน่ายรัก,ด้วยนงลักษณ์รักสนิทไม่อิจฉา,ให้คนใช้ไปแถลงแจ้งกิจจา,นางรำภาดีใจจะใคร่ฟัง
มเหสีดีใจปราศรัยทัก,สงสารนักชันษาอ่อนกว่าฉัน,ได้ร่วมคู่รู้จักจะรักกัน,เหมือนพงศ์พันธุ์พี่น้องอย่าหมองใจ
เจ้าเป็นหญิงจริงอยู่แต่สู้รบ,หากว่าพบคู่ชีวิตพิสมัย,เมื่อเธอมีโอรสยศไกร,ก็จะได้เป็นน้องของบุตรี
แล้วถอดธำมรงค์เพชรเจ็ดกะรัต,จากพระหัตถ์ให้รำภามารศรี,นางคำนับรับไว้ด้วยไมตรี,อัญชลีแล้วสนองให้ต้องความ
ขอบพระคุณสุนทราเมตตาโปรด,ไม่ถือโทษจ้วงจาบทำหยาบหยาม,ซึ่งผิดพลั้งครั้งณรงค์ในสงคราม,อย่าคุมความโทษาขออาภัย
นางรับคำร่ำว่าประสาซื่อ,มิได้ถือทำสงครามตามวิสัย,ไม่ดูถูกลูกผู้หญิงอย่ากริ่งใจ,จะรักใคร่ให้เหมือนเพื่อนชีวี
ศรีสุวรรณนั้นเห็นหน้ารำภาน้อย,ไม่แช่มช้อยผุดผ่องเหมือนต้องผี,แต่อาลัยใจซื่อฝีมือดี,จึงพาทีเพทุบายภิปรายเปรย
นางนบนอบตอบรสพจนารถ,โปรดประภาษเพียงนี้ดีหนักหนา,แต่ข้าบาทชาติฝรั่งเกาะลังกา,จะพูดจาก็ไม่ชัดสันทัดไทย
อนึ่งเล่าเจ้าลังกาเมตตาเลี้ยง,พระคุณเพียงแผ่นภพสบสมัย,แม้ชาตินี้ชีวันมิบรรลัย,ก็ตั้งใจจะเป็นข้ายุพาพาล
เชิญพระองค์นงลักษณ์ไปนัคเรศ,คืนประเทศธานินทร์ถิ่นสถาน,แต่หนหลังพลั้งผิดกิจการ,โปรดประทานโทษาอย่าราคี
สร้อยสังวาลบานพับสำหรับบุตร,อย่าให้สุดสิ้นเชื้อเป็นเนื้อไข,รำลึกถึงจึงค่อยพาลูกยาไป,ชมเมืองไทยบ้างเถิดนางอย่าหมางเมิน
แม้บุญปลอดคลอดบุตรสุดสวาท,จะพาราชตระกูลไปทูลถวาย,นางทูลความยามดึกให้นึกอาย,ค่อยก้มกรายกราบลากลับมาเตียง
ฝ่ายยุพาผกาชาติฝรั่ง,เห็นผัวนั่งแท่นสุวรรณชั้นเฉลียง,พอคนว่างนางค่อยแฝงแสงตะเกียง,ชม้ายเมียงหมอบกรานถือพานทอง
ตั้งเทียนธูปบุปผาสมาผัว,ค่อยยอบตัวกราบก้มประนมสนอง,แต่ก่อนไรได้เป็นข้าฝ่าละออง,ทำให้ข้องเคืองขัดพระอัชฌา
