wak,syllables,flag,guess,a,b,c
อีกไพร่ฟ้าข้าแผ่นดินสิ้นทั้งปวง,9,4-syllable word not at วรรค edge,อีกไพร่ฟ้าข้าแผ่นดินสิ้นทั้งปวง,,,
ลำน้ำนั้นมาแต่หน้าพาราณสี,10,10 syllables — likely shatter/miscount,ลำน้ำนั้นมาแต่หน้าพาราณสี,,,
ที่คิดสารพัดได้ดังใจปอง,9,word straddles a beat boundary,ที่คิดสารพัด | ได้ | ดังใจปอง,,,
แล้วกลับมาหน้าค่ายบอกนายกอง,9,word straddles a beat boundary,แล้วกลับมา | หน้าค่าย | บอกนายกอง,,,
จะลองดูให้เห็นจริงเป็นทุกสิ่งสรรพ์,10,10 syllables — likely shatter/miscount,จะลองดูให้เห็นจริงเป็นทุกสิ่งสรรพ์,,,
ฝ่ายดาบสอดจิตด้วยคิดบาป,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายดาบสอด | จิตด้วย | คิดบาป,,,
ให้บ่าวไพร่ไล่ลัดสกัดแสกง,9,word straddles a beat boundary,ให้บ่าวไพร่ | ไล่ลัดสกัด | แสกง,,,
พวกชีพราหมณ์ตามฆ่าโยธาหาญ,9,word straddles a beat boundary,พวกชีพราหมณ์ | ตามฆ่า | โยธาหาญ,,,
พวกชีพราหมณ์ถามว่าท่านมาไย,9,word straddles a beat boundary,พวกชีพราหมณ์ | ถามว่า | ท่านมาไย,,,
พระอัคนีดีใจปราศรัยสนอง,9,word straddles a beat boundary; reading chosen by meter: อัคนี 3->2,พระอัคนี | ดีใจปราศรัย | สนอง,,,
เมื่อเดิมทีมีธรรมาสน์ไปราธนา,10,10 syllables — likely shatter/miscount,เมื่อเดิมทีมีธรรมาสน์ไปราธนา,,,
ขับไล่ซ้ำว่าคนโซทำโอหัง,10,10 syllables — likely shatter/miscount,ขับไล่ซ้ำว่าคนโซทำโอหัง,,,
จงกลับมาหากินตามถิ่นฐาน,9,word straddles a beat boundary,จงกลับมา | หากิน | ตามถิ่นฐาน,,,
จะลือชาปรากฏยศไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะลือชา | ปรากฏ | ยศไกร,,,
ให้รู้สวดศักราชพระศาสนา,10,10 syllables — likely shatter/miscount,ให้รู้สวดศักราชพระศาสนา,,,
พระชันษาห้าสิบพอดิบพอดี,10,10 syllables — likely shatter/miscount,พระชันษาห้าสิบพอดิบพอดี,,,
สอดฉลองบาทอย่างงอนหางหงส์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สอดฉลอง | บาทอย่าง | งอนหางหงส์,,,
น้องชื่อว่าโอรสยศไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",น้องชื่อว่า | โอรส | ยศไกร,,,
สองเดือนเศษจนสนิทกับศิษยหา,11,11 syllables — likely shatter/miscount,สองเดือนเศษจนสนิทกับศิษยหา,,,
ตัวเป็นข้าถ้าไม่สู้กับภูวไนย,10,10 syllables — likely shatter/miscount,ตัวเป็นข้าถ้าไม่สู้กับภูวไนย,,,
ท่านไปเฝ้าหากมิโปรดต้องโทษทัณฑ์,10,10 syllables — likely shatter/miscount,ท่านไปเฝ้าหากมิโปรดต้องโทษทัณฑ์,,,
อย่าน้อยจิตเจ้าเลยกรรมจะทำไฉน,10,10 syllables — likely shatter/miscount,อย่าน้อยจิตเจ้าเลยกรรมจะทำไฉน,,,
มาให้การสรรเสริญจนเกินดี,8,word straddles a beat boundary,มาให้การสรรเสริญ | จน | เกินดี,,,
พวกตรวจตรัดพัศดีเดินตีฆ้อง,10,10 syllables — likely shatter/miscount,พวกตรวจตรัดพัศดีเดินตีฆ้อง,,,
ถึงนึกกลัวก็ต้องเฉยไม่เวยวาย,11,11 syllables — likely shatter/miscount,ถึงนึกกลัวก็ต้องเฉยไม่เวยวาย,,,
พวกลูกเมียมันจะอพยพหนี,9,word straddles a beat boundary,พวกลูกเมีย | มันจะอพยพ | หนี,,,
