w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายพหล,พลรบ,ที่ในด่าน,อลหม่าน,เรียกกัน,เสียงหวั่นไหว,บ้างขึ้นป้อม,พร้อมพรั่ง,ระวังภัย,ลากปืนใหญ่,ขึ้นเชิงเทิน,เนินกำแพง,ท้าวโกสัย,ให้ทหาร,ชำนาญรบ,เร่งสมทบ,โรมรัน,ด้วยขันแข็ง,ทั้งปีกซ้าย,ปีกขวา,ประดาแซง,คอยต่อแย้ง,ฟาดฟัน,ประจัญบาน
ท้าวโกสัย,ให้ทหาร,ชำนาญรบ,เร่งสมทบ,โรมรัน,ด้วยขันแข็ง,ทั้งปีกซ้าย,ปีกขวา,ประดาแซง,คอยต่อแย้ง,ฟาดฟัน,ประจัญบาน,พระมังคลา,พาทหาร,ออกต้านหลัง,ไม่รอรั้ง,ขึ้นม้า,ด้วยกล้าหาญ,ถือง้าวทวน,วิ่งโลด,โดดทะยาน,เข้าต่อต้าน,ชิงชัย,ทั้งไพร่นาย
ฝ่ายพหล,พลลังกา,อาณาจักร,เข้าพร้อมพรัก,รบพุ่ง,ยุ่งใจหาย,พวกฝรั่ง,หลอมตะกั่ว,ทั้งคั่วทราย,เอาสาดปราย,เทลงมา,หน้าเชิงเทิน,พวกทัพไทย,คอยบัง,เอาหนังปิด,ตรงเข้าชิด,ไล่วก,ระหกระเหิน,บันไดพาด,ดาษดา,หน้าเชิงเทิน,เอาพะเนิน,ตีฝรั่ง,พังเสมา
พวกทัพไทย,คอยบัง,เอาหนังปิด,ตรงเข้าชิด,ไล่วก,ระหกระเหิน,บันไดพาด,ดาษดา,หน้าเชิงเทิน,เอาพะเนิน,ตีฝรั่ง,พังเสมา,ทหารพวก,วาโหม,เข้าโจมจับ,ฝรั่งรับ,ยิงพื้น,แต่ปืนผา,พวกวาโหม,คงทน,ด้วยมนตรา,ตีประดา,เข้าไปได้,ในปราการ
ทหารพวก,วาโหม,เข้าโจมจับ,ฝรั่งรับ,ยิงพื้น,แต่ปืนผา,พวกวาโหม,คงทน,ด้วยมนตรา,ตีประดา,เข้าไปได้,ในปราการ,ท้าวโกสัย,มังคลา,นราราช,ไล่พิฆาต,พวกพหล,พลทหาร,ชักกระบี่,ตีม้า,อาชาชาญ,ต้อนทหาร,กองแซง,แกว่งสาตรา
บ้างแตกกลาด,ดาษดา,ถูกอาวุธ,ที่สิ้นสุด,ดับชีวัง,ถึงสังขาร์,ทั้งเจ็ดทัพ,คับคั่ง,ประดังมา,เข้าพารา,ด่านได้,ดั่งใจปอง,พระมังคลา,พาพหล,พลทหาร,ออกนอกด่าน,ไปกับเมีย,เสียข้าวของ,แตกตะเพิ่น,เยินยับ,ทุกทัพกอง,เห็นเป็นรอง,ถอยไป,ไกลทะเล
พระมังคลา,พาพหล,พลทหาร,ออกนอกด่าน,ไปกับเมีย,เสียข้าวของ,แตกตะเพิ่น,เยินยับ,ทุกทัพกอง,เห็นเป็นรอง,ถอยไป,ไกลทะเล,พวกกำปั่น,เทวสินธุ์,นรินทร์รัตน์,จึงให้จัด,เรือกำปั่น,ออกหันเห,แล่นเข้าไป,ชายหาด,คาดคะเน,คอยเอาเภ,ตราประทับ,จะรับพล
จะกล่าวถึง,สังฆราช,พระบาทหลวง,แกนั่งง่วง,อยู่ท้ายเรือ,เหลือวิสัย,ทั้งหิวหอบ,บอบช้ำ,ระกำใจ,พอคลื่นใหญ่,ค่อยสงบ,กระทบเรือ,คลานออกมา,จากห้อง,เดินซ่องแซ่ง,สิ้นเรี่ยวแรง,ยืนหัน,ให้ฟั่นเฝือ,ร้องเรียกคน,พลไพร่,ที่ในเรือ,ให้ขนเสื้อ,ขนผ้า,ออกมากอง
คลานออกมา,จากห้อง,เดินซ่องแซ่ง,สิ้นเรี่ยวแรง,ยืนหัน,ให้ฟั่นเฝือ,ร้องเรียกคน,พลไพร่,ที่ในเรือ,ให้ขนเสื้อ,ขนผ้า,ออกมากอง,จะเผาไฟ,เสียให้สิ้น,มลทินโทษ,เพราะพระโกรธ,พวกเรา,จึ่งเศร้าหมอง,บันดาลให้,มืดมัว,ขนหัวพอง,จำจะต้อง,เผาไฟ,ให้ไหม้โชน
พวกต้นหน,คนเหล่านั้น,หันมาถาม,ว่าเคราะห์นาม,ใครลำ,คุณเจ้าขา,กระผมเป็น,พลไพร่,เขาใช้มา,อันเสื้อผ้า,ของท่านเล่า,เผาเหมือนกัน,หรืออย่างไร,โปรดให้,ข้าแจ้งก่อน,ที่ทุกข์ร้อน,โดยจริง,ทุกสิ่งสรรพ์,บาทหลวงโกรธ,โกรธา,ตาเป็นมัน,แกดุดัน,ด่าเปรี้ยง,ขึ้นเสียงอึง
