w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายองค์พระ,อภัย,เจ้าไตรจักร,ชวนน้องรัก,มาในตึก,แล้วปรึกษา,จะเลิกทัพ,กลับคืน,ไปพารา,แต่งวิวาห์,สินสมุทร,กับบุตรี,ช่วยบำรุง,กรุงผลึก,เฉลิมราชย์,อุปราช,ว่าขาน,การกรุงศรี,ตามวิสัย,ในจังหวัด,ปัถพี,จะเห็นดี,ด้วยกัน,หรือฉันใด
ช่วยบำรุง,กรุงผลึก,เฉลิมราชย์,อุปราช,ว่าขาน,การกรุงศรี,ตามวิสัย,ในจังหวัด,ปัถพี,จะเห็นดี,ด้วยกัน,หรือฉันใด,ศรีสุวรรณ,อัญชลี,พระพี่เจ้า,ซึ่งโปรดเกล้า,นี้ก็งาม,ตามวิสัย,จะจัดแจง,แต่งงาน,ประการใด,ตามพระทัย,ไม่ขัด,พระอัชฌา
ออกพลับพลา,หน้าวัง,สั่งอำมาตย์,ให้เตรียมรา,ชรถา,โยธาหาญ,ประเทียบเหล่า,สาวสรรค์,พนักงาน,ล้วนใส่ม่าน,เคียงคั่น,เป็นหลั่นไป,เกณฑ์กองนำ,ทำทาง,ไปข้างหน้า,ปลูกค่ายทัพ,พลับพลา,ที่อาศัย,จัดสำเร็จ,เสร็จสรรพ,กองทัพชัย,พอจวนใกล้,สุริยา,จะสายัณห์
ฝ่ายเสนา,ข้าเฝ้า,เหล่าขุนหมื่น,แต่ล้วนพื้น,กองพหล,พลขันธ์,เก็บเอาเกวียน,พวกฝรั่ง,สิ้นทั้งนั้น,มาจัดบรร,ทุกเสบียง,ไว้เรียงราย,บ้างซื้อหา,ผ้าผ่อน,เพชรนิลนาก,เป็นของฝาก,ชู้เมีย,สู้เสียหาย,จะกลับ,ทัพหลับนอน,ผ่อนสบาย,ทั้งไพร่นาย,สรวลเส,เสียงเฮฮา
ฝ่ายพระศรี,สุวรรณวงศ์,ดำรงราชย์,ไม่เสียชาติ,เชื้อวงศ์,เผ่าพงศา,จึงพรายแพร่ง,แจ้งเหตุกับ,เกษรา,นางรำภา,เดี๋ยวนี้,ก็มีครรภ์,พี่จะใคร่,ให้ของ,สำคัญไว้,แหวนกำไล,ปะวะหล่ำ,เครื่องทำขวัญ,สำหรับผูก,ลูกเต้า,เป็นเผ่าพันธุ์,จะได้กัน,ครหา,ข้างหน้าไป
พี่จะใคร่,ให้ของ,สำคัญไว้,แหวนกำไล,ปะวะหล่ำ,เครื่องทำขวัญ,สำหรับผูก,ลูกเต้า,เป็นเผ่าพันธุ์,จะได้กัน,ครหา,ข้างหน้าไป,นางทูลตอบ,ขอบพระคุณ,ทูลกระหม่อม,ซึ่งโอบอ้อม,เอื้อเฟื้อ,กับเนื้อไข,พระเอ็นดู,กุมาร,ประการใด,น้องมิได้,เคืองขัด,เป็นสัจจา
นางทูลตอบ,ขอบพระคุณ,ทูลกระหม่อม,ซึ่งโอบอ้อม,เอื้อเฟื้อ,กับเนื้อไข,พระเอ็นดู,กุมาร,ประการใด,น้องมิได้,เคืองขัด,เป็นสัจจา,พระแย้มยิ้ม,พริ้มพราย,ไม่หน่ายรัก,ด้วยนงลักษณ์,รักสนิท,ไม่อิจฉา,ให้คนใช้,ไปแถลง,แจ้งกิจจา,นางรำภา,ดีใจ,จะใคร่ฟัง
แล้วถอดธำ,มรงค์เพชร,เจ็ดกะรัต,จากพระหัตถ์,ให้รำภา,มารศรี,นางคำนับ,รับไว้,ด้วยไมตรี,อัญชลี,แล้วสนอง,ให้ต้องความ,ขอบพระคุณ,สุนทรา,เมตตาโปรด,ไม่ถือโทษ,จ้วงจาบ,ทำหยาบหยาม,ซึ่งผิดพลั้ง,ครั้งณรงค์,ในสงคราม,อย่าคุมความ,โทษา,ขออาภัย
นางนบนอบ,ตอบรส,พจนารถ,โปรดประภาษ,เพียงนี้,ดีหนักหนา,แต่ข้าบาท,ชาติฝรั่ง,เกาะลังกา,จะพูดจา,ก็ไม่ชัด,สันทัดไทย,อนึ่งเล่า,เจ้าลังกา,เมตตาเลี้ยง,พระคุณเพียง,แผ่นภพ,สบสมัย,แม้ชาตินี้,ชีวัน,มิบรรลัย,ก็ตั้งใจ,จะเป็นข้า,ยุพาพาล
อนึ่งเล่า,เจ้าลังกา,เมตตาเลี้ยง,พระคุณเพียง,แผ่นภพ,สบสมัย,แม้ชาตินี้,ชีวัน,มิบรรลัย,ก็ตั้งใจ,จะเป็นข้า,ยุพาพาล,เชิญพระองค์,นงลักษณ์ไป,นัคเรศ,คืนประเทศ,ธานินทร์,ถิ่นสถาน,แต่หนหลัง,พลั้งผิด,กิจการ,โปรดประทาน,โทษา,อย่าราคี
ฝ่ายยุพา,ผกา,ชาติฝรั่ง,เห็นผัวนั่ง,แท่นสุวรรณ,ชั้นเฉลียง,พอคนว่าง,นางค่อยแฝง,แสงตะเกียง,ชม้ายเมียง,หมอบกราน,ถือพานทอง,ตั้งเทียนธูป,บุปผา,สมาผัว,ค่อยยอบตัว,กราบก้มประ,นมสนอง,แต่ก่อนไร,ได้เป็นข้า,ฝ่าละออง,ทำให้ข้อง,เคืองขัด,พระอัชฌา
ตั้งเทียนธูป,บุปผา,สมาผัว,ค่อยยอบตัว,กราบก้มประ,นมสนอง,แต่ก่อนไร,ได้เป็นข้า,ฝ่าละออง,ทำให้ข้อง,เคืองขัด,พระอัชฌา,ประทานโทษ,โปรดให้,อภัยผิด,อย่าได้คิด,ขุ่นแค้น,ถึงแสนสา,กระหม่อมฉัน,ถึงเสด็จ,มิเมตตา,กรุณา,หน่อไท,ที่ในครรภ์
