w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ท้าวทศวงศ์,องค์มิ่ง,มเหสี,ทรงโศกี,เล่าความ,ไปตามเรื่อง,ยังแต่ตัว,ผัวเมีย,เมื่อเสียเมือง,ต้องตรมตรอม,ผอมเหลือง,ไม่เปลื้องทุกข์,แม่วัณฬา,มารับ,ไปกับหล่อน,ค่อยวายร้อน,หย่อนเย็น,ได้เป็นสุข,พ่อมาปราบ,ราบที่,กลียุค,จะสิ้นทุกข์,สุขเกษม,ได้เปรมปรีดิ์
พลางกอดจูบ,ลูบไล้,ปราศรัยถาม,พ่อสงคราม,ครั้งนี้,เศร้าสีสัน,ต้องทำศึก,ดึกดื่น,ทุกคืนวัน,จึงผิดพรรณ,เผือดพักตร์,เพราะหนักแรง,พ่อรักเจ้า,เท่าบุตร,สุจริต,อย่าเคืองจิต,คิดอาง,ขนางแหนง,รักสิ่งไร,ไม่ขัด,จะจัดแจง,ช่วยตกแต่ง,อุปถัมภ์,ให้จำเริญ
พระหัสไชย,ได้ฟัง,รับสั่งถาม,จะทูลความ,ขามจิต,ให้คิดเขิน,ขยับเขยื้อน,เอื้อนอาย,ชม้ายเมิน,เกรงจะเกิน,ก้มหน้า,อยู่ช้านาน,แต่โปรดให้,ได้ช่อง,สนองถ้อย,ทูลค่อยค่อย,ขอจงโปรด,โทษหม่อมฉาน,จะรองบาท,มาดหมาย,จนวายปราณ,ขอประทาน,สร้อยสุวรรณ,จันทร์สุดา
ช่างทูลขอ,ต่อหน้า,ประสาหนุ่ม,เห็นจะรุ,มรึงรัก,หักไม่ไหว,เพราะห่างชม,ตรมตรอม,จึงผอมไป,พระโปรดให้,เห็นจะอ้วน,เป็นนวลแตง,ท้าวทศวงศ์,ทรงพระสรวล,ว่าควรคู่,รู้ขอสู่,รู้รัก,สมศักดิ์แสง,เห็นพร้อมวงศ์,พงศ์กษัตริย์,ช่วยจัดแจง,คิดตกแต่ง,จัดงาน,การวิวาห์
ฝ่ายโฉมยง,องค์ละเวง,วัณฬาราช,อภิวาท,ว่าฉันรัก,หล่อนหนักหนา,ขอจัดแจง,แต่งตั้ง,ไว้ลังกา,กับธิดา,ทั้งสอง,ครอบครองวัง,พระอภัย,ไม่ขัด,จึงตรัสตอบ,พี่จะมอง,ให้เป็นลูก,จงปลูกฝัง,ช่วยตรองตรึก,ศึกเสือ,เหลือกำลัง,ฝ่ายฝรั่ง,เป็นของเจ้า,เยาวมาลย์
พระอภัย,ไม่ขัด,จึงตรัสตอบ,พี่จะมอง,ให้เป็นลูก,จงปลูกฝัง,ช่วยตรองตรึก,ศึกเสือ,เหลือกำลัง,ฝ่ายฝรั่ง,เป็นของเจ้า,เยาวมาลย์,อ้ายวลา,ยุดา,วายุพัฒน์,กับทั้งหัส,กันนั้น,มันก็หลาน,รับธุระ,จะส่ง,ให้นงคราญ,ช่วยว่าขาน,ปราบปราม,ตามแต่ใจ
นี่กระไร,ใจจิต,เห็นผิดนัก,เหมือนอย่าง,ยักษ์อย่างเปรต,ประเภทผี,อันรำภา,ยุพา,สุลาลี,ไม่ขอมี,ลูกหยาบเข็ด,หลาบกลัว,สินสมุทร,พูดว่า,ฉาแม่เจ้า,ส่วนลูกเต้า,เฉาโฉด,มาโกรธผัว,อย่าเปรียบเปรย,เลยนะน้อง,ให้หมองมัว,จะแก้ตัว,เสียใหม่,ให้ได้ดี
สินสมุทร,พูดว่า,ฉาแม่เจ้า,ส่วนลูกเต้า,เฉาโฉด,มาโกรธผัว,อย่าเปรียบเปรย,เลยนะน้อง,ให้หมองมัว,จะแก้ตัว,เสียใหม่,ให้ได้ดี,จอมกษัตริย์,ขัตติย์วงศ์,ทรงพระสรวล,ฟังสำนวน,ล้วนละเมียด,ต่างเสียดสี,ทั้งโฉมยง,องค์สุ,วรรณมาลี,ยิ้มยินดี,ด้วยได้เขย,ไว้เชยชม
ครั้นรู้ว่า,พระอภัย,ตีได้ด่าน,ต่างสงสาร,ศิษย์หา,จะอาสัญ,จึงลักว,ลาวายุ,พัฒน์หัสกัน,จากด่านเขา,เจ้าประจัญ,แยกกันไป,ครั้นเช้าตรู่,ผู้คุม,เที่ยวค้นหา,ไม่รู้ว่า,จะไปหน,ตำบลไหน,เห็นหายสูญ,กราบทูล,พระอภัย,พระตรัสใช้,นายทหาร,ด่านลังกา
ครั้นเช้าตรู่,ผู้คุม,เที่ยวค้นหา,ไม่รู้ว่า,จะไปหน,ตำบลไหน,เห็นหายสูญ,กราบทูล,พระอภัย,พระตรัสใช้,นายทหาร,ด่านลังกา,เกณฑ์ทัพบก,หกทัพ,กับอำมาตย์,ไปจับบาท,หลวงขบถ,โอรสา,หัวเมืองเล็ก,เอกโทตรี,จัตวา,ให้จับว,ลาวายุ,พัฒน์หัสกัน
ฝ่ายองค์พระ,อภัย,เจ้าไตรจักร,เชิญทรงศักดิ์,ทศวงศ์,เผ่าพงศา,ต่างตระเตรียม,เทียมรถ,ผูกคชา,ทัพฝรั่ง,ลังกา,นำหน้าไป,ท้าวทศวงศ์,องค์ศรี,สุวรรณราช,กับหน่อนาถ,กฤษณา,อัชฌาสัย,ทั้งบุตรพราหมณ์,สามคน,กับพลไกร,ตั้งโห่ให้,เดินธง,เข้าดงแดน
ท้าวทศวงศ์,องค์ศรี,สุวรรณราช,กับหน่อนาถ,กฤษณา,อัชฌาสัย,ทั้งบุตรพราหมณ์,สามคน,กับพลไกร,ตั้งโห่ให้,เดินธง,เข้าดงแดน,สินสมุทร,นั้นกำกับ,ทัพผลึก,เสียงเครงครึ,กคั่งคับ,คนนับแสน,แบกหอกดาบ,หาบโพล่,ถือโล่แพน,ตั้งแห่แหน,โห่ฮึก,เสียงครึกโครม
สินสมุทร,นั้นกำกับ,ทัพผลึก,เสียงเครงครึ,กคั่งคับ,คนนับแสน,แบกหอกดาบ,หาบโพล่,ถือโล่แพน,ตั้งแห่แหน,โห่ฮึก,เสียงครึกโครม,พระหัสไชย,ให้กำกับ,กองทัพหลัง,ทรงรถทั้ง,เสาวคนธ์,วิมลโฉม,เดินธงทัพ,ขับโยธา,วาหุโลม,เจ้าวาโหม,แห่หน้า,เคลื่อนคลาไคล
พระหัสไชย,ให้กำกับ,กองทัพหลัง,ทรงรถทั้ง,เสาวคนธ์,วิมลโฉม,เดินธงทัพ,ขับโยธา,วาหุโลม,เจ้าวาโหม,แห่หน้า,เคลื่อนคลาไคล,อันโยธี,สี่ทัพ,คนนับแสน,ต่างแห่แหน,โห่สนั่น,เสียงหวั่นไหว,ตีฆ้องกลอง,ก้องกึก,ครื้นครึกไป,ฝูงนกหค,ตกใจ,ไปจากรัง
อันโยธี,สี่ทัพ,คนนับแสน,ต่างแห่แหน,โห่สนั่น,เสียงหวั่นไหว,ตีฆ้องกลอง,ก้องกึก,ครื้นครึกไป,ฝูงนกหค,ตกใจ,ไปจากรัง,ทั้งเสือช้าง,ต่างตื่น,ครึกครื้นวิ่ง,ทหารยิง,ชิงกันเถือ,เอาเนื้อหนัง,นางห้ามแหน,แสนสาว,พวกชาววัง,แหวกม่านนั่ง,เยี่ยมยิ้ม,อยู่ริมรถ
ทั้งเสือช้าง,ต่างตื่น,ครึกครื้นวิ่ง,ทหารยิง,ชิงกันเถือ,เอาเนื้อหนัง,นางห้ามแหน,แสนสาว,พวกชาววัง,แหวกม่านนั่ง,เยี่ยมยิ้ม,อยู่ริมรถ,เห็นดอกไม้,ในป่า,ระย้าย้อย,ชะแง้คอย,แหงนหน้า,คว้าเอาหมด,เข้าดงเดิน,เนินอรัญ,ริมบรรพต,หนทางรถ,ราบเลี่ยน,เตียนสบาย
เห็นดอกไม้,ในป่า,ระย้าย้อย,ชะแง้คอย,แหงนหน้า,คว้าเอาหมด,เข้าดงเดิน,เนินอรัญ,ริมบรรพต,หนทางรถ,ราบเลี่ยน,เตียนสบาย,พระอภัย,ไปกับ,ทัพฝรั่ง,รถบัลลังก์,หลังคา,ฝาพระฉาย,นางวัณฬา,ฝรั่ง,นั่งข้างซ้าย,ที่นั่งฝ่าย,ข้างขวา,สุมาลี
พระอภัย,ไปกับ,ทัพฝรั่ง,รถบัลลังก์,หลังคา,ฝาพระฉาย,นางวัณฬา,ฝรั่ง,นั่งข้างซ้าย,ที่นั่งฝ่าย,ข้างขวา,สุมาลี,สร้อยสุวรรณ,จันทร์สุดา,นั่งหน้ารถ,พระทรงยศ,ยิ้มย่อง,ชวนสองศรี,ชมลำเนา,เขาเขิน,เนินคีรี,ดอกมาลี,หล่นกลาด,ดาษดา
สร้อยสุวรรณ,จันทร์สุดา,นั่งหน้ารถ,พระทรงยศ,ยิ้มย่อง,ชวนสองศรี,ชมลำเนา,เขาเขิน,เนินคีรี,ดอกมาลี,หล่นกลาด,ดาษดา,พระเด็ดดวง,พวงพะยอม,หอมระรื่น,แล้วแบ่งยื่น,ให้ข้างซ้าย,แลฝ่ายขวา,ให้บุตรี,พี่น้อง,สองธิดา,ตรัสภาษา,ฝรั่ง,พูดทั้งไทย
พระเด็ดดวง,พวงพะยอม,หอมระรื่น,แล้วแบ่งยื่น,ให้ข้างซ้าย,แลฝ่ายขวา,ให้บุตรี,พี่น้อง,สองธิดา,ตรัสภาษา,ฝรั่ง,พูดทั้งไทย,ทั้งสองนาง,ต่างยิ้ม,ต่างพริ้มพักตร์,ด้วยจงรัก,ชักชิด,พิสมัย,ต่างแย้มสรวล,ชวนธิดา,ร้อยมาลัย,ถวายองค์,พระอภัย,สวมใส่กร
ทั้งสองนาง,ต่างยิ้ม,ต่างพริ้มพักตร์,ด้วยจงรัก,ชักชิด,พิสมัย,ต่างแย้มสรวล,ชวนธิดา,ร้อยมาลัย,ถวายองค์,พระอภัย,สวมใส่กร,ท้าวทศวงศ์,ทรงนั่ง,บัลลังก์รถ,ชมบรรพต,พูดโอ้,สโมสร,มเหสี,ขี้หึง,ตะบึงตะบอน,ถึงเฒ่าแก่,แต่ว่างอน,ไม่หย่อนคลาย
ท้าวทศวงศ์,ทรงนั่ง,บัลลังก์รถ,ชมบรรพต,พูดโอ้,สโมสร,มเหสี,ขี้หึง,ตะบึงตะบอน,ถึงเฒ่าแก่,แต่ว่างอน,ไม่หย่อนคลาย,ศรีสุวรรณ,นั้นใช้พระ,กฤษณา,ให้เที่ยวหา,ดอกไม้เอา,ไปถวาย,นางพระยา,ว่าตะคอก,หยอกหลานชาย,ส่วนย่ายาย,นี้ไม่ให้,ดอกไม้เลย
พระหัสไชย,ไปบนรถ,เลี้ยวลดหา,พวงบุปผา,มาลี,ให้พี่สาว,มาห่างนาง,วังเวง,คิดเพลงยาว,เป็นเรื่องราว,คราวนิราศ,เคลื่อนคลาดคลา,พี่ทูลขอ,ก็ได้สม,อารมณ์แล้ว,กลับไกล,แก้วกลอยจิต,กนิษฐา,ยังห่างเหิน,เนิ่นนาน,การวิวาห์,สร้อยสุวรรณ,จันทร์สุดา,จะอาวรณ์
พี่ทูลขอ,ก็ได้สม,อารมณ์แล้ว,กลับไกล,แก้วกลอยจิต,กนิษฐา,ยังห่างเหิน,เนิ่นนาน,การวิวาห์,สร้อยสุวรรณ,จันทร์สุดา,จะอาวรณ์,สรงเสวย,เคยร่วม,สุวรรณภาชน์,เคยไสยาสน์,อยู่ด้วยน้อง,สองสมร,มาว้าเหว่,เอกา,อนาทร,มิได้นอน,แนบเนื้อ,ที่เจือจันทน์
ค่อยเบือนเบียด,เฉียดโฉม,เล้าโลมลูบ,ประจงจูบ,ปรางซ้าย,แล้วย้ายขวา,ครั้นกลับ,เห็นเป็นหมอน,อ่อนอุรา,นึกอายหน้า,สารถี,ที่ขับรถ,ด้วยแรกรุ่น,ฉุนเฉียว,เปล่าเปลี่ยวจิต,มาจากมิตร,คิดถึงตะ,ลึงสลด,จนเวลา,สายัณห์,ยิ่งรันทด,ซบกำสรด,ไห้สะอื้น,ไม่ชื่นบาน
พระรับสั่ง,บังคม,ด้วยสมนึก,เข้าในตึก,เตียงทอง,ม่านสองไข,เห็นสององค์,นงนุช,เข้ายุดไว้,พลางกอดจูบ,ลูบไล้,ชื่นใจจริง,แล้วว่าพี่,มิได้พบ,ไปรบศึก,เหลือรำลึก,นึกถึงสอง,แม่น้องหญิง,อยู่หว่างกลาง,นางเคียง,เอนเอียงอิง,นางนั่งนิ่ง,แกล้งเฉย,ให้เชยชิม
แล้วว่าพี่,มิได้พบ,ไปรบศึก,เหลือรำลึก,นึกถึงสอง,แม่น้องหญิง,อยู่หว่างกลาง,นางเคียง,เอนเอียงอิง,นางนั่งนิ่ง,แกล้งเฉย,ให้เชยชิม,เธอจูบหนัก,จักกระจี้,เบือนหนีหน้า,ต่างบ่นว่า,น่าเบื่อ,เหลือหยุมหยิม,พระเรียงรอ,ขอแถม,นางแย้มยิ้ม,ไม่รู้อิ่ม,รู้หนำ,น่ารำคาญ
เธอจูบหนัก,จักกระจี้,เบือนหนีหน้า,ต่างบ่นว่า,น่าเบื่อ,เหลือหยุมหยิม,พระเรียงรอ,ขอแถม,นางแย้มยิ้ม,ไม่รู้อิ่ม,รู้หนำ,น่ารำคาญ,พระสวมสอด,กอดกระซิบ,ว่าทิพรส,เหลือจะอด,จะออม,ทั้งหอมหวาน,พี่ทูลขอ,ต่อพระโอษฐ์,โปรดประทาน,อย่ารำคาญ,เลยไม่แคล้ว,แล้วแก้วตา
พระว่าพี่,ก็เป็นพี่,ศรีสวัสดิ์,จะมาตัด,ขัดขวาง,ให้หมางหมอง,ถึงทูลขอ,ก็ยังไม่,ได้ครอบครอง,คงเป็นน้อง,นี่ทำไม,ไม่ให้เชย,เสร็จวิวาห์,ถ้าได้ชม,ได้สมสู่,จึงเป็นคู่,ร่วมเรียง,เคียงเขนย,จะห้ามปราม,ตามลำพัง,ไม่ฟังเลย,พลางกอดเกย,เชยชิด,วนิดา
นางทูลตอบ,หมอบก้มว่า,ลมปะทะ,ปวดศีรษะ,ริ้วริ้ว,ร้อนผิวหนัง,พิมเสนฝน,ปนยา,ทาประทัง,แต่หิวโหย,โรยกำลัง,ยังไม่มี,ขอทูลความ,ตามจริง,สักสิ่งหนึ่ง,ด้วยคิดถึง,แม่วัณฬา,มารศรี,ต้องตกยาก,จากวัง,มาครั้งนี้,หล่อนช่วยชี,วิตไว้,จึงไม่ตาย
